,Código do SINAPI,Descrição Básica,Unidade de Cálculo,Unidade de Comercialização,Normas Técnicas,Imagem,Informações Gerais,Referencial / Parâmetro de Pesquisa,Atualizado em,Obs,pagina,Arquivo
2660,3939,"LUVA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/2"" ",UN ,UN ,"NBR 6590, NBR 12912, NBR 6323, NR 6925 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Luva de Ferro Galvanizado, com Rosca, de 1 1/2"". Conexão destinada a condução de água, gás, vapor, óleo e outras aplicações hidráulicas em geral. "," TUPY, SANCONEX, IPC BRASIL ",09/11/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",405,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
2661,3911,"LUVA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/4"" ",UN ,UN ,"NBR 6590, NBR 12912, NBR 6323, NR 6925 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Luva de Ferro Galvanizado, com Rosca, de 1 1/4"". Conexão destinada a condução de água, gás, vapor, óleo e outras aplicações hidráulicas em geral. "," TUPY, SANCONEX, IPC BRASIL ",09/11/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",406,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
2662,3910,"LUVA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1"" ",UN ,UN ,"NBR 6590, NBR 12912, NBR 6323, NR 6925 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Luva de Ferro Galvanizado, com Rosca, de 1"". Conexão destinada a condução de água, gás, vapor, óleo e outras aplicações hidráulicas em geral. "," TUPY, SANCONEX, IPC BRASIL ",09/11/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",407,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
2663,3908,"LUVA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1/2"" ",UN ,UN ,"NBR 6590, NBR 12912, NBR 6323, NR 6925 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Luva de Ferro Galvanizado, com Rosca, de 1/2"". Conexão destinada a condução de água, gás, vapor, óleo e outras aplicações hidráulicas em geral. "," TUPY, SANCONEX, IPC BRASIL ",09/11/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",408,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
2664,3913,"LUVA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2 1/2"" ",UN ,UN ,"NBR 6590, NBR 12912, NBR 6323, NR 6925 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Luva de Ferro Galvanizado, com Rosca, de 2 1/2"". Conexão destinada a condução de água, gás, vapor, óleo e outras aplicações hidráulicas em geral. "," TUPY, SANCONEX, IPC BRASIL ",09/11/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",409,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
2665,3912,"LUVA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2"" ",UN ,UN ,"NBR 6590, NBR 12912, NBR 6323, NR 6925 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Luva de Ferro Galvanizado, com Rosca, de 2"". Conexão destinada a condução de água, gás, vapor, óleo e outras aplicações hidráulicas em geral. "," TUPY, SANCONEX, IPC BRASIL ",09/11/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",410,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
2666,3914,"LUVA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3"" ",UN ,UN ,"NBR 6590, NBR 12912, NBR 6323, NR 6925 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Luva de Ferro Galvanizado, com Rosca, de 3"". Conexão destinada a condução de água, gás, vapor, óleo e outras aplicações hidráulicas em geral. "," TUPY, SANCONEX, IPC BRASIL ",09/11/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",411,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
2667,3909,"LUVA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3/4"" ",UN ,UN ,"NBR 6590, NBR 12912, NBR 6323, NR 6925 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Luva de Ferro Galvanizado, com Rosca, de 3/4"". Conexão destinada a condução de água, gás, vapor, óleo e outras aplicações hidráulicas em geral. "," TUPY, SANCONEX, IPC BRASIL ",09/11/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",412,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
2668,3915,"LUVA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 4"" ",UN ,UN ,"NBR 6590, NBR 12912, NBR 6323, NR 6925 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Luva de Ferro Galvanizado, com Rosca, de 4"". Conexão destinada a condução de água, gás, vapor, óleo e outras aplicações hidráulicas em geral. "," TUPY, SANCONEX, IPC BRASIL ",09/11/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",413,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
2669,3916,"LUVA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 5"" ",UN ,UN ,"NBR 6590, NBR 12912, NBR 6323, NR 6925 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Luva de Ferro Galvanizado, com Rosca, de 5"". Conexão destinada a condução de água, gás, vapor, óleo e outras aplicações hidráulicas em geral. "," TUPY, SANCONEX, IPC BRASIL ",09/11/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",414,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
2670,3917,"LUVA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 6"" ",UN ,UN ,"NBR 6590, NBR 12912, NBR 6323, NR 6925 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Luva de Ferro Galvanizado, com Rosca, de 6"". Conexão destinada a condução de água, gás, vapor, óleo e outras aplicações hidráulicas em geral. "," TUPY, SANCONEX, IPC BRASIL ",09/11/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",415,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
2671,1904,"LUVA DE PRESSAO, EM PVC, DE 20 MM, PARA ELETRODUTO FLEXIVEL ",UN ,UN ,,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,As Luvas de Pressão devem ser conectadas aos eletrodutos em todo seu , TIGRE; AMANCO; FORTLEV ,25/05/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",416,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
2672,1899,"LUVA DE PRESSAO, EM PVC, DE 25 MM, PARA ELETRODUTO FLEXIVEL ",UN ,UN ,,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,As Luvas de Pressão devem ser conectadas aos eletrodutos em todo seu , TIGRE; AMANCO; FORTLEV ,25/05/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",417,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
2673,1900,"LUVA DE PRESSAO, EM PVC, DE 32 MM, PARA ELETRODUTO FLEXIVEL ",UN ,UN ,,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,As Luvas de Pressão devem ser conectadas aos eletrodutos em todo seu , TIGRE; AMANCO; FORTLEV ,25/05/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",418,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
2674,12407,"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 1 1/2"" X 1"" ",UN ,UN ,"NBR 6590, NBR 12912, NBR 6323, NR 6925 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Luva de Reducao de Ferro Galvanizado, com Rosca Macho/Femea, de 1 1/2"" X 1"". Conexão destinada a condução de água, gás, vapor, óleo e outras aplicações hidráulicas em geral. "," TUPY, IPC BRASIL ",08/12/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",419,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
2675,12408,"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 1"" X 1/2"" ",UN ,UN ,"NBR 6590, NBR 12912, NBR 6323, NR 6925 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Luva de Reducao de Ferro Galvanizado, com Rosca Macho/Femea, de 1"" X 1/2"". Conexão destinada a condução de água, gás, vapor, óleo e outras aplicações hidráulicas em geral. "," TUPY, IPC BRASIL ",08/12/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",420,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
2676,12409,"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 1"" X 3/4"" ",UN ,UN ,"NBR 6590, NBR 12912, NBR 6323, NR 6925 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Luva de Reducao de Ferro Galvanizado, com Rosca Macho/Femea, de 3/4"". Conexão destinada a condução de água, gás, vapor, óleo e outras aplicações hidráulicas em geral. "," TUPY, IPC BRASIL ",08/12/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",421,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
2677,12410,"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 3/4"" X 1/2"" ",UN ,UN ,"NBR 6590, NBR 12912, NBR 6323, NR 6925 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Luva de Reducao de Ferro Galvanizado, com Rosca Macho/Femea, de 3/4"" X 1/2"". Conexão destinada a condução de água, gás, vapor, óleo e outras aplicações hidráulicas em geral. "," TUPY, IPC BRASIL ",08/12/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",422,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
2678,3936,"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/2"" X 1 1/4"" ",UN ,UN ,"NBR 6590, NBR 12912, NBR 6323, NR 6925 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Luva de Reducao de Ferro Galvanizado, com Rosca, de 1 1/2"" X 1 1/4"". Conexão destinada a condução de água, gás, vapor, óleo e outras aplicações hidráulicas em geral. "," TUPY, SANCONEX, IPC BRASIL ",09/11/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",423,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
2679,3924,"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/2"" X 1"" ",UN ,UN ,"NBR 6590, NBR 12912, NBR 6323, NR 6925 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Luva de Reducao de Ferro Galvanizado, com Rosca, de 1 1/2"" X 1"". Conexão destinada a condução de água, gás, vapor, óleo e outras aplicações hidráulicas em geral. "," TUPY, SANCONEX, IPC BRASIL ",09/11/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",424,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
2680,3922,"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/2"" X 1/2"" ",UN ,UN ,"NBR 6590, NBR 12912, NBR 6323, NR 6925 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Luva de Reducao de Ferro Galvanizado, com Rosca, de 1 1/2"" X 1/2"". Conexão destinada a condução de água, gás, vapor, óleo e outras aplicações hidráulicas em geral. "," TUPY, SANCONEX, IPC BRASIL ",09/11/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",425,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
2681,3923,"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/2"" X 3/4"" ",UN ,UN ,"NBR 6590, NBR 12912, NBR 6323, NR 6925 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Luva de Reducao de Ferro Galvanizado, com Rosca, de 1 1/2"" X 3/4"". Conexão destinada a condução de água, gás, vapor, óleo e outras aplicações hidráulicas em geral. "," TUPY, SANCONEX, IPC BRASIL ",09/11/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",426,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
2682,3921,"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/4"" X 1"" ",UN ,UN ,"NBR 6590, NBR 12912, NBR 6323, NR 6925 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Luva de Reducao de Ferro Galvanizado, com Rosca, de 1 1/4"" X 1"". Conexão destinada a condução de água, gás, vapor, óleo e outras aplicações hidráulicas em geral. "," TUPY, SANCONEX, IPC BRASIL ",09/11/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",427,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
2683,3937,"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/4"" X 1/2"" ",UN ,UN ,"NBR 6590, NBR 12912, NBR 6323, NR 6925 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Luva de Reducao de Ferro Galvanizado, com Rosca, de 1 1/4"" X 1/2"". Conexão destinada a condução de água, gás, vapor, óleo e outras aplicações hidráulicas em geral. "," TUPY, SANCONEX, IPC BRASIL ",09/11/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",428,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
2684,3920,"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/4"" X 3/4"" ",UN ,UN ,"NBR 6590, NBR 12912, NBR 6323, NR 6925 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Luva de Reducao de Ferro Galvanizado, com Rosca, de 1 1/4"" X 3/4"". Conexão destinada a condução de água, gás, vapor, óleo e outras aplicações hidráulicas em geral. "," TUPY, SANCONEX, IPC BRASIL ",09/11/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",429,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
2685,3938,"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1"" X 1/2"" ",UN ,UN ,"NBR 6590, NBR 12912, NBR 6323, NR 6925 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Luva de Reducao de Ferro Galvanizado, com Rosca, de 1"" X 1/2"". Conexão destinada a condução de água, gás, vapor, óleo e outras aplicações hidráulicas em geral. "," TUPY, SANCONEX, IPC BRASIL ",09/11/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",430,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
2686,3927,"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2 1/2"" X 1 1/2"" ",UN ,UN ,"NBR 6590, NBR 12912, NBR 6323, NR 6925 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Luva de Reducao de Ferro Galvanizado, com Rosca, de 2 1/2"" X 1 1/2"". Conexão destinada a condução de água, gás, vapor, óleo e outras aplicações hidráulicas em geral. "," TUPY, SANCONEX, IPC BRASIL ",09/11/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",431,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
2687,3928,"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2 1/2"" X 2"" ",UN ,UN ,"NBR 6590, NBR 12912, NBR 6323, NR 6925 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Luva de Reducao de Ferro Galvanizado, com Rosca, de 2 1/2"" X 2"". Conexão destinada a condução de água, gás, vapor, óleo e outras aplicações hidráulicas em geral. "," TUPY, SANCONEX, IPC BRASIL ",09/11/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",432,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
2688,3926,"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2"" X 1 1/2"" ",UN ,UN ,"NBR 6590, NBR 12912, NBR 6323, NR 6925 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Luva de Reducao de Ferro Galvanizado, com Rosca, de 2"" X 1 1/2"". Conexão destinada a condução de água, gás, vapor, óleo e outras aplicações hidráulicas em geral. "," TUPY, SANCONEX, IPC BRASIL ",09/11/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",433,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
2689,3935,"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2"" X 1 1/4"" ",UN ,UN ,"NBR 6590, NBR 12912, NBR 6323, NR 6925 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Luva de Reducao de Ferro Galvanizado, com Rosca, de 2"" X 1 1/4"". Conexão destinada a condução de água, gás, vapor, óleo e outras aplicações hidráulicas em geral. "," TUPY, SANCONEX, IPC BRASIL ",09/11/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",434,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
2690,3925,"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2"" X 1"" ",UN ,UN ,"NBR 6590, NBR 12912, NBR 6323, NR 6925 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Luva de Reducao de Ferro Galvanizado, com Rosca, de 2"" X 1"". Conexão destinada a condução de água, gás, vapor, óleo e outras aplicações hidráulicas em geral. "," TUPY, SANCONEX, IPC BRASIL ",09/11/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",435,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
2691,3929,"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3"" X 1 1/2"" ",UN ,UN ,"NBR 6590, NBR 12912, NBR 6323, NR 6925 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Luva de Reducao de Ferro Galvanizado, com Rosca, de 3"" X 1 1/2"". Conexão destinada a condução de água, gás, vapor, óleo e outras aplicações hidráulicas em geral. "," TUPY, SANCONEX, IPC BRASIL ",09/11/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",436,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
2692,3931,"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3"" X 2 1/2"" ",UN ,UN ,"NBR 6590, NBR 12912, NBR 6323, NR 6925 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Luva de Reducao de Ferro Galvanizado, com Rosca, de 3"" X 2 1/2"". Conexão destinada a condução de água, gás, vapor, óleo e outras aplicações hidráulicas em geral. "," TUPY, SANCONEX, IPC BRASIL ",09/11/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",437,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
2693,3930,"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3"" X 2"" ",UN ,UN ,"NBR 6590, NBR 12912, NBR 6323, NR 6925 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Luva de Reducao de Ferro Galvanizado, com Rosca, de 3"" X 2"". Conexão destinada a condução de água, gás, vapor, óleo e outras aplicações hidráulicas em geral. "," TUPY, SANCONEX, IPC BRASIL ",09/11/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",438,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
2694,12406,"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3/4"" X 1/2"" ",UN ,UN ,"NBR 6590, NBR 12912, NBR 6323, NR 6925 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Luva de Reducao de Ferro Galvanizado, com Rosca, de 3/4"" X 1/2"". Conexão destinada a condução de água, gás, vapor, óleo e outras aplicações hidráulicas em geral. "," TUPY, SANCONEX, IPC BRASIL ",08/12/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",439,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
2695,3932,"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 4"" X 2 1/2"" ",UN ,UN ,"NBR 6590, NBR 12912, NBR 6323, NR 6925 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Luva de Reducao de Ferro Galvanizado, com Rosca, de 4"" X 2 1/2"". Conexão destinada a condução de água, gás, vapor, óleo e outras aplicações hidráulicas em geral. "," TUPY, SANCONEX, IPC BRASIL ",09/11/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",440,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
2696,3933,"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 4"" X 2"" ",UN ,UN ,"NBR 6590, NBR 12912, NBR 6323, NR 6925 ",NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Luva de Reducao de Ferro Galvanizado, com Rosca, de 4"" X 2"". Conexão destinada a condução de água, gás, vapor, óleo e outras aplicações hidráulicas em geral. "," TUPY, SANCONEX, IPC BRASIL ",09/11/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",441,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
