,Unnamed: 0.1,Código do SINAPI,Descrição Básica,Unidade de Cálculo,Normas Técnicas,Imagem,Informações Gerais,Atualizado em,Obs,pagina,Arquivo
2580,2580.0,25930,"GRANALHA DE ACO, ESFERICA (SHOT), PARA JATEAMENTO, PENEIRA 1,19 A 1,00 MM (SAE S390) ",SC25KG ,ABNT NBR 15814:2010; SAE S-390 ,,"Granalha de aço utilizada para limpeza de carepas de peças pequenas e médias de ferro fundido como blocos de motores, decapagem de peças forjadas, aplicação em tubos de paredes grossas. A norma SAE (Society of Automotive Engineers) padroniza a granulometria das granalhas, neste caso SAE S-390. De acordo com a NBR, a granalha esférica é identificada pela letra ""S"", seguida de três números que representam o tamanho nominal em décimo de milésimo de polegada. ",SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",2583,10_2021 - FichaInsumo\Arquivos A a G.pdf
2581,2581.0,4824,"GRANILHA/ GRANA/ PEDRISCO OU AGREGADO EM MARMORE/ GRANITO/ QUARTZO E CALCARIO, PRETO, CINZA, PALHA OU BRANCO ",KG ,"NBR 15845:2010, NBR 11801:1992, NBR 12401:2012 ",,"A granilha, grana, pedrisco ou agregado em mármore, granito, quartzo ou calcário, é utilizada para execução dos pisos e revestimentos monolíticos denominados granilite, granitina ou marmorite. A coleta deverá contemplar sacos de 40KG nas cores branco, cinza, preto ou palha. ",12/03/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",2584,10_2021 - FichaInsumo\Arquivos A a G.pdf
2582,2582.0,11795,"GRANITO PARA BANCADA, POLIDO, TIPO ANDORINHA/ QUARTZ/ CASTELO/ CORUMBA OU OUTROS EQUIVALENTES DA REGIAO, E= *2,5* CM ",M2 ,,,"Para o setor de pedras ornamentais e de revestimento, o termo granito designa um amplo conjunto de rochas silicatadas, basaltos e os próprios granitos. As pedras graníticas tipoAndorinha, Quartz, Castelo, Corumbá, entre outras, são utilizadas em bancadas, pisos e revestimentos. Apresentam coloração acinzentada e granulada e alto grau de resistência a impactos e peso. A coleta deverá contemplar a pedra de origem granítica tipoAndorinha, Quartz, Castelo, Corumbá, entre outras, disponível no local e a mais econômica fornecida. Sendo que a denominação, a coloração e a granulação poderão variar em cada região. ",12/08/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",2585,10_2021 - FichaInsumo\Arquivos A a G.pdf
2583,2583.0,134,GRAUTE CIMENTICIO PARA USO GERAL ,KG ,ABNT NBR 15049:2004. ,,"Argamassa pré-dosada composta de cimento Portland, areia de quartzo e aditivos dosados. É fornecido pronto para o uso, bastando a adição de água na proporção recomendada para se obter a consistência e resistência mecânica. Aplicação em grauteamento de máquinas e equipamentos não sujeitos à vibração, ancoragem de tirantes e chumbadores, reforço de fundações e estruturas, fixação de placas e tirantes, e outras. Espessuras de 10 a 50 mm por camada, espessuras maiores podem ser admitidas com a adição de até 50% de brita 0 em peso. Trabalhabilidade por 30 minutos (a 20°C) após a adição de água ao produto, não contém adição de cloretos, retração compensada, resistência à carbonatação, elevadas resistências com rápida desforma, autoadensável. Embalado em sacos de 25 kg. ",21/08/2020 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",2586,10_2021 - FichaInsumo\Arquivos A a G.pdf
2584,2584.0,4229,GRAXA LUBRIFICANTE ,KG ,,,"Graxas lubrificantes são o nome genérico e popular dado a lubrificantes pastosos compostos (semiplásticos) ou de alta viscosidade.Têm propriedades de redução de atrito e desgaste e proteção dos componentes contra a corrosão. De consistência graxosa são compostos de óleo, engrossadas através de espessantes, que, em regra, são sabões metálicos ou agentes espessantes orgânicos ou inorgânicos. A aplicação é feita em pontos de lubrificação que não podem ser alimentados com óleos lubrificantes. A maioria dos mancais de rolamentos é lubrificada com graxa. A referencia aqui utilizada é da graxa de lítio,grau NLGI 2. ",12/03/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",2587,10_2021 - FichaInsumo\Arquivos A a G.pdf
2585,2585.0,11731,"GRELHA FIXA, EM PVC BRANCA, QUADRADA, 150 X 150 MM, PARA RALOS E CAIXAS ",UN ,NBR 5688;2018; NBR 8160:1999 ,,"Fabricada de PVC rígido na cor branca no formato quadrado e com grelhas abertas fixas. Utilizadas em ralos coletores de água de piso e caixas sifonadas. Tampa quadrada para ralo, tampa quadrada p/caixa sifonada. ",21/08/2020 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",2588,10_2021 - FichaInsumo\Arquivos A a G.pdf
2586,2586.0,11732,"GRELHA FIXA, PVC CROMADA, REDONDA, 150 MM, PARA RALOS E CAIXAS ",UN ,NBR 5688;2018; NBR 8160:1999 ,,"Fabricada em PVC na cor cromada no formato redondo e com grelhas abertas fixas. Utilizadas em ralos coletores de água de piso e caixas sifonadas. Tampa cromada para ralo, tampa redonda cromada. ",21/08/2020 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",2589,10_2021 - FichaInsumo\Arquivos A a G.pdf
2587,2587.0,11244,"GRELHA FOFO ARTICULADA, CARGA MAXIMA 1,5 T, *300 X 1000* MM, E= *15* MM ",UN ,NBR 10160:2005 ,,"Os tampões e grelhas de ferro fundido dúctil (nodular) para as redes de saneamento (esgoto, pluvial, água,...) realizam a interface entre o pavimento e a rede de drenagem, para utilização em zonas de trânsito de veículos ou de pedestres. A dimensão indica a área de abertura livre. A nova especificação prevê a aplicação de tampa de ferro nodular (somente), excluindo o ferro fundido cinzento. Classe mínima A 15 - (15 kN), ou seja 1,5 T, para aplicação em locais onde ocorrer fluxo somente de pedestres e ciclistas. ",12/08/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",2590,10_2021 - FichaInsumo\Arquivos A a G.pdf
2588,2588.0,11245,"GRELHA FOFO SIMPLES COM REQUADRO, CARGA MAXIMA 12,5 T, *300 X 1000* MM, E= *15* MM, AREA ESTACIONAMENTO CARRO PASSEIO ",UN ,NBR 10160:2005 ,,"Os tampões e grelhas de ferro fundido dúctil (nodular) para as redes de saneamento (esgoto, pluvial, água,...) realizam a interface entre o pavimento e a rede de drenagem, para utilização em zonas de trânsito de veículos ou de pedestres. A dimensão indica a área de abertura livre. A nova especificação prevê a aplicação de tampa de ferro nodular (somente), excluindo o ferro fundido cinzento. Classe mínima B 125 - (125 kN), ou seja 12,5 T, para aplicação em locais onde ocorrer fluxo somente de pedestres (calçadas a 20 cm da via pública) e estacionamento de carros de passeio. ",12/08/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",2591,10_2021 - FichaInsumo\Arquivos A a G.pdf
2589,2589.0,11235,"GRELHA FOFO SIMPLES COM REQUADRO, CARGA MAXIMA 1,5 T, 150 X 1000 MM, E= *15* MM ",UN ,NBR 10160:2005 ,,"Os tampões e grelhas de ferro fundido dúctil (nodular) para as redes de saneamento (esgoto, pluvial, água,...) realizam a interface entre o pavimento e a rede de drenagem, para utilização em zonas de trânsito de veículos ou de pedestres. A dimensão indica a área de abertura livre. A nova especificação prevê a aplicação de tampa de ferro nodular (somente), excluindo o ferro fundido cinzento. Classe mínima A 15 - (15 kN), ou seja 1,5 T, para aplicação em locais onde ocorrer fluxo somente de pedestres e ciclistas. ",12/08/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",2592,10_2021 - FichaInsumo\Arquivos A a G.pdf
2590,2590.0,11236,"GRELHA FOFO SIMPLES COM REQUADRO, CARGA MAXIMA 1,5 T, 200 X 1000 MM, E= *15* MM ",UN ,NBR 10160:2005 ,,"Os tampões e grelhas de ferro fundido dúctil (nodular) para as redes de saneamento (esgoto, pluvial, água,...) realizam a interface entre o pavimento e a rede de drenagem, para utilização em zonas de trânsito de veículos ou de pedestres. A dimensão indica a área de abertura livre. A nova especificação prevê a aplicação de tampa de ferro nodular (somente), excluindo o ferro fundido cinzento. Classe mínima A 15 - (15 kN), ou seja 1,5 T, para aplicação em locais onde ocorrer fluxo somente de pedestres e ciclistas. ",12/08/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",2593,10_2021 - FichaInsumo\Arquivos A a G.pdf
2591,2591.0,36494,"GRUA ASCENCIONAL, LANCA DE 30 M, CAPACIDADE DE 1,0 T A 30 M, ALTURA ATE 39 M ",UN ,ABNT NBR 14768:2012 ,,"Equipamento de transporte horizontal/vertical fixo, torre composta de módulos de 3m telescópica, lança formada por módulos de seção triangular e contraventamento tubular e cabine panorâmica. Verificar comprimento da lança, capacidade de carga e altura nas especificações. ",12/09/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",2594,10_2021 - FichaInsumo\Arquivos A a G.pdf
2592,2592.0,36493,"GRUA ASCENCIONAL, LANCA DE 42 M, CAPACIDADE DE 1,5 T A 30 M, ALTURA ATE 39 M ",UN ,ABNT NBR 14768:2012 ,,"Equipamento de transporte horizontal/vertical fixo, torre composta de módulos de 3m telescópica, lança formada por módulos de seção triangular e contraventamento tubular e cabine panorâmica. Verificar comprimento da lança, capacidade de carga e altura nas especificações. ",12/09/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",2595,10_2021 - FichaInsumo\Arquivos A a G.pdf
2593,2593.0,36492,"GRUA ASCENCIONAL, LANCA DE 50 M, CAPACIDADE DE 2,33 T A 30 M, ALTURA ATE 48 M ",UN ,ABNT NBR 14768:2012 ,,"Equipamento de transporte horizontal/vertical fixo, torre composta de módulos de 3m telescópica, lança formada por módulos de seção triangular e contraventamento tubular e cabine panorâmica. Verificar comprimento da lança, capacidade de carga e altura nas especificações. ",12/09/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",2596,10_2021 - FichaInsumo\Arquivos A a G.pdf
2594,2594.0,13333,"GRUPO DE SOLDAGEM C/ GERADOR A DIESEL 60 CV PARA SOLDA ELETRICA, SOBRE 04 RODAS, COM MOTOR 4 CILINDROS ",UN ,ABNT NBR ISO 8528:2014 ,,"Grupo gerador de solda elétrica de 600A para soldagem de peças metálicas, funcionamento elétrico. Conjunto que inclui o gerador elétrico a combustão com motor a diesel de 60 cavalos de potência e montado sobre suporte móvel com rodas (quatro) para transporte. Carenagem para proteção. ",03/08/2016 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",2597,10_2021 - FichaInsumo\Arquivos A a G.pdf
2595,2595.0,13533,"GRUPO DE SOLDAGEM COM GERADOR A DIESEL 30 CV, PARA SOLDA ELETRICA, SOBRE DUAS RODAS ",UN ,NR 18 ,,"Grupo gerador de solda elétrica para soldagem de peças metálicas, funcionamento elétrico. Conjunto que inclui o gerador elétrico com motor a diesel de 30 cavalos de potência e montado sobre suporte móvel com rodas (duas) para transporte. Cabine semi fechada. ",05/09/2018 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",2598,10_2021 - FichaInsumo\Arquivos A a G.pdf
2596,2596.0,36499,"GRUPO GERADOR A GASOLINA, POTENCIA NOMINAL 2,2 KW, TENSAO DE SAIDA 110/220 V, MOTOR POTENCIA 6,5 HP ",UN ,ABNT NBR 14664:2001 ,,"Gerador de energia portátil (compacto e leve), destinado ao uso profissional, doméstico e de lazer. Potência nominal de 2200 W, com motor a combustão (gasolina). ",03/07/2016 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",2599,10_2021 - FichaInsumo\Arquivos A a G.pdf
2597,2597.0,39585,"GRUPO GERADOR DIESEL, COM CARENAGEM, POTENCIA STANDART ENTRE 100 E 110 KVA, VELOCIDADE DE 1800 RPM, FREQUENCIA DE 60 HZ ",UN ,ABNT NBR ISO 8528:2014 ,,"Grupos Geradores são utilizados como fonte principal ou como fonte auxiliar, para suprir a necessidade de energia de forma confiável em empreendimentos de todo e qualquer porte, para quaisquer aplicações, como indústrias, supermercados, shopping centers, hospitais, edifícios residenciais e comerciais, hotéis e outros. Os Grupos Geradores são constituídos por um gerador, acionado por motor de combustão, sendo este alimentado por combustível (óleo diesel, gás natural, biogás e outros). ",03/08/2016 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",2600,10_2021 - FichaInsumo\Arquivos A a G.pdf
2598,2598.0,39586,"GRUPO GERADOR DIESEL, COM CARENAGEM, POTENCIA STANDART ENTRE 140 E 150 KVA, VELOCIDADE DE 1800 RPM, FREQUENCIA DE 60 HZ ",UN ,ABNT NBR ISO 8528:2014 ,,"Grupos Geradores são utilizados como fonte principal ou como fonte auxiliar, para suprir a necessidade de energia de forma confiável em empreendimentos de todo e qualquer porte, para quaisquer aplicações, como indústrias, supermercados, shopping centers, hospitais, edifícios residenciais e comerciais, hotéis e outros. Os Grupos Geradores são constituídos por um gerador, acionado por motor de combustão, sendo este alimentado por combustível (óleo diesel, gás natural, biogás e outros). ",03/08/2016 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",2601,10_2021 - FichaInsumo\Arquivos A a G.pdf
2599,2599.0,39587,"GRUPO GERADOR DIESEL, COM CARENAGEM, POTENCIA STANDART ENTRE 210 E 220 KVA, VELOCIDADE DE 1800 RPM, FREQUENCIA DE 60 HZ ",UN ,ABNT NBR ISO 8528:2014 ,,"Grupos Geradores são utilizados como fonte principal ou como fonte auxiliar, para suprir a necessidade de energia de forma confiável em empreendimentos de todo e qualquer porte, para quaisquer aplicações, como indústrias, supermercados, shopping centers, hospitais, edifícios residenciais e comerciais, hotéis e outros. Os Grupos Geradores são constituídos por um gerador, acionado por motor de combustão, sendo este alimentado por combustível (óleo diesel, gás natural, biogás e outros). ",03/08/2016 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",2602,10_2021 - FichaInsumo\Arquivos A a G.pdf
2600,2600.0,39588,"GRUPO GERADOR DIESEL, COM CARENAGEM, POTENCIA STANDART ENTRE 250 E 260 KVA, VELOCIDADE DE 1800 RPM, FREQUENCIA DE 60 HZ ",UN ,ABNT NBR ISO 8528:2014 ,,"Grupos Geradores são utilizados como fonte principal ou como fonte auxiliar, para suprir a necessidade de energia de forma confiável em empreendimentos de todo e qualquer porte, para quaisquer aplicações, como indústrias, supermercados, shopping centers, hospitais, edifícios residenciais e comerciais, hotéis e outros. Os Grupos Geradores são constituídos por um gerador, acionado por motor de combustão, sendo este alimentado por combustível (óleo diesel, gás natural, biogás e outros). ",03/08/2016 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",2603,10_2021 - FichaInsumo\Arquivos A a G.pdf
2601,2601.0,39584,"GRUPO GERADOR DIESEL, COM CARENAGEM, POTENCIA STANDART ENTRE 50 E 55 KVA, VELOCIDADE DE 1800 RPM, FREQUENCIA DE 60 HZ ",UN ,ABNT NBR ISO 8528:2014 ,,"Grupos Geradores são utilizados como fonte principal ou como fonte auxiliar, para suprir a necessidade de energia de forma confiável em empreendimentos de todo e qualquer porte, para quaisquer aplicações, como indústrias, supermercados, shopping centers, hospitais, edifícios residenciais e comerciais, hotéis e outros. Os Grupos Geradores são constituídos por um gerador, acionado por motor de combustão, sendo este alimentado por combustível (óleo diesel, gás natural, biogás e outros). ",03/08/2016 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",2604,10_2021 - FichaInsumo\Arquivos A a G.pdf
2602,2602.0,39590,"GRUPO GERADOR DIESEL, SEM CARENAGEM, POTENCIA STANDART ENTRE 100 E 110 KVA, VELOCIDADE DE 1800 RPM, FREQUENCIA DE 60 HZ ",UN ,ABNT NBR ISO 8528:2014 ,,"Grupos Geradores são utilizados como fonte principal ou como fonte auxiliar, para suprir a necessidade de energia de forma confiável em empreendimentos de todo e qualquer porte, para quaisquer aplicações, como indústrias, supermercados, shopping centers, hospitais, edifícios residenciais e comerciais, hotéis e outros. Os Grupos Geradores são constituídos por um gerador, acionado por motor de combustão, sendo este alimentado por combustível (óleo diesel, gás natural, biogás e outros). ",03/08/2016 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",2605,10_2021 - FichaInsumo\Arquivos A a G.pdf
2603,2603.0,39592,"GRUPO GERADOR DIESEL, SEM CARENAGEM, POTENCIA STANDART ENTRE 210 E 220 KVA, VELOCIDADE DE 1800 RPM, FREQUENCIA DE 60 HZ ",UN ,ABNT NBR ISO 8528:2014 ,,"Grupos Geradores são utilizados como fonte principal ou como fonte auxiliar, para suprir a necessidade de energia de forma confiável em empreendimentos de todo e qualquer porte, para quaisquer aplicações, como indústrias, supermercados, shopping centers, hospitais, edifícios residenciais e comerciais, hotéis e outros. Os Grupos Geradores são constituídos por um gerador, acionado por motor de combustão, sendo este alimentado por combustível (óleo diesel, gás natural, biogás e outros). ",03/08/2016 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",2606,10_2021 - FichaInsumo\Arquivos A a G.pdf
2604,2604.0,39593,"GRUPO GERADOR DIESEL, SEM CARENAGEM, POTENCIA STANDART ENTRE 250 E 260 KVA, VELOCIDADE DE 1800 RPM, FREQUENCIA DE 60 HZ ",UN ,ABNT NBR ISO 8528:2014 ,,"Grupos Geradores são utilizados como fonte principal ou como fonte auxiliar, para suprir a necessidade de energia de forma confiável em empreendimentos de todo e qualquer porte, para quaisquer aplicações, como indústrias, supermercados, shopping centers, hospitais, edifícios residenciais e comerciais, hotéis e outros. Os Grupos Geradores são constituídos por um gerador, acionado por motor de combustão, sendo este alimentado por combustível (óleo diesel, gás natural, biogás e outros). ",03/08/2016 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",2607,10_2021 - FichaInsumo\Arquivos A a G.pdf
2605,2605.0,14254,"GRUPO GERADOR DIESEL, SEM CARENAGEM, POTENCIA STANDART ENTRE 80 E 90 KVA, VELOCIDADE DE 1800 RPM, FREQUENCIA DE 60 HZ ",UN ,,,"Grupos Geradores são utilizados como fonte principal ou como fonte auxiliar, para suprir a necessidade de energia de forma confiável em empreendimentos de todo e qualquer porte, para quaisquer aplicações, como indústrias, supermercados, shopping centers, hospitais e outros. São constituídos por um gerador, acionado por motor de combustão, sendo este alimentado por combustível (óleo diesel, gás natural, biogás e outros). IncluiTanque de combustível, bateria com cabos, carregador automático de bateria, sistema de escape de gases de combustão e quadro. ",22/05/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",2608,10_2021 - FichaInsumo\Arquivos A a G.pdf
2606,2606.0,25987,"GRUPO GERADOR ESTACIONARIO SILENCIADO, POTENCIA 50 KVA, MOTOR DIESEL ",UN ,,,"Equipamento fixo para geração de energia elétrica com potência aparente de 50KVA, motor à combustão (diesel) e nível de ruidos reduzido . ",03/08/2016 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",2609,10_2021 - FichaInsumo\Arquivos A a G.pdf
2607,2607.0,25019,"GRUPO GERADOR ESTACIONARIO, MOTOR DIESEL POTENCIA 170 KVA ",UN ,,,"Equipamento fixo para geração de energia elétrica com potência aparente de 170KVA, motor à combustão (diesel). ",03/08/2016 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",2610,10_2021 - FichaInsumo\Arquivos A a G.pdf
2608,2608.0,36501,"GRUPO GERADOR ESTACIONARIO, POTENCIA 150 KVA, MOTOR DIESEL ",UN ,,,"Equipamento para geração de energia elétrica com motor a diesel, não rebocável. Potência aparente de 150 KVA. ",03/03/2016 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",2611,10_2021 - FichaInsumo\Arquivos A a G.pdf
2609,2609.0,25986,"GRUPO GERADOR ESTACIONARIO, SILENCIADO, POTENCIA 180 KVA, MOTOR DIESEL ",UN ,,,"Equipamento fixo para geração de energia elétrica com potência aparente de 180KVA, motor à combustão (diesel) e nível de ruidos reduzido . ",03/08/2016 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",2612,10_2021 - FichaInsumo\Arquivos A a G.pdf
2610,2610.0,36500,"GRUPO GERADOR REBOCAVEL, POTENCIA *66* KVA, MOTOR A DIESEL ",UN ,,,"Equipamento para geração de energia elétrica com motor à diesel, rebocável. Potência aparente de 66 KVA. ",03/08/2016 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",2613,10_2021 - FichaInsumo\Arquivos A a G.pdf
2611,2611.0,20017,"GUARNICAO / ALIZAR / VISTA LISA EM MADEIRA MACICA, PARA PORTA , E = *1* CM, L = *5* CM, CEDRINHO / ANGELIM COMERCIAL / TAURI/ CURUPIXA / PEROBA / CUMARU OU EQUIVALENTE DA REGIAO ",M ,NBR-15930-1:2011; NBR-15930-2:2011 ,,"Guarnição, alizar ou vista para portas é uma peça em madeira utilizada para cobrir a junta entre a parede e o marco, emoldurando o vão da porta. Atualmente a guarnição é comercializada por conjunto ou jogo, composto por 3 peças, geralmente duas pernas e 2,15 m e uma travessa de 1,00 m. Madeira Padrão Popular conforme mercado. Jogo de guarnição em madeira maciça, ATENÇÃO a peça é em MADEIRA MACIÇA, integralmente fabricada na madeira indicada na descrição. NÃO COLETAR o produto que é conhecido como PADRÃO MADEIRA, pois possuem o miolo maciço e acabamento da face externa aparente no padrão indicado. Na descrição procurou-se agrupar (são 3 grupos) as madeiras com propriedades padronizadas ou de valor de mercado aproximado.  A coleta deverá contemplar o jogo de guarnição para duas faces contendo cada face 03 peças maciças. ",28/08/2020 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",2614,10_2021 - FichaInsumo\Arquivos A a G.pdf
2612,2612.0,20007,"GUARNICAO / ALIZAR / VISTA LISA EM MADEIRA MACICA, PARA PORTA , E = *1* CM, L = *5* CM, PINUS /EUCALIPTO / VIROLA OU EQUIVALENTE DA REGIAO ",M ,NBR-15930-1:2011; NBR-15930-2:2011 ,,"Guarnição, alizar ou vista para portas é uma peça em madeira utilizada para cobrir a junta entre a parede e o marco, emoldurando o topo externo do vão da porta. Atualmente a guarnição é comercializada por conjunto ou jogo, composto por 3 peças, geralmente duas pernas de aproximadamente 2,15 m e uma travessa de 1,00 m. Madeira Padrão Popular conforme mercado. Jogo de guarnição em madeira maciça, ATENÇÃO a peça é em MADEIRA MACIÇA, integralmente fabricada na madeira indicada na descrição. NÃO COLETAR o produto que é conhecido como PADRÃO MADEIRA, pois possuem o miolo maciço e acabamento da face externa aparente no padrão indicado. Na descrição procurou-se agrupar (são 3 grupos) as madeiras com propriedades padronizadas ou de valor de mercado aproximado.  A coleta deverá contemplar o jogo de guarnição liso para duas faces contendo cada face 03 peças maciças. ",27/08/2020 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",2615,10_2021 - FichaInsumo\Arquivos A a G.pdf
2613,2613.0,39831,"GUARNICAO / ALIZAR / VISTA, E = *1,5* CM, L = *5,0* CM, EM POLIESTIRENO, BRANCO (JOGO PARA 1 FACE) ",JG ,,,"Indicado para o acabamento de batentes. Pode ser aplicado em ambientes úmidos, não empenam, não mofam e não apodrecem. Imunes a cupins e à maresia. Não é recomendado o uso em ambientes externos, o produto poderá ser danificado pois não resiste aos raios ultravioleta. ",12/07/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",2616,10_2021 - FichaInsumo\Arquivos A a G.pdf
2614,2614.0,36888,"GUARNICAO / MOLDURA / ARREMATE DE ACABAMENTO PARA ESQUADRIA, EM ALUMINIO PERFIL 25, ACABAMENTO ANODIZADO BRANCO OU BRILHANTE, PARA 1 FACE ",M ,NBR 10821-1:2017; NBR 10821-2:2017; NBR 10821-3:2017; NBR 7199:2016 ,,"Perfil de alumínio, linha 25, acabamento anodizado branco (pintura eletrostática a pó) ou brilhante. Usada para dar acabamento entre a alvenaria e o batente de portas e janelas de alumínio. Fornecida em vários formatos como moldura para acabamento final da esquadria já instalada. A coleta deverá contemplar o conjunto a ser utilizado em 1 face que contém kit com as 4 peças que arrematam a janela, no formato 100 x 150 cm (A x L). A partir desse kit foi calculada a metragem do insumo. ",21/08/2020 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",2617,10_2021 - FichaInsumo\Arquivos A a G.pdf
2615,2615.0,39836,"GUARNICAO/ALIZAR/VISTA, E = *1,3* CM, L = *5,0* CM HASTE REGULAVEL = *35* MM, EM MDF/PVC WOOD/ POLIESTIRENO OU MADEIRA LAMINADA, PRIMER BRANCO (JOGO PARA 1 FACE) ",JG ,,,"Indicado para o acabamento de batentes. É regulável, permitindo o ajuste em paredes irregulares. ",21/05/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",2618,10_2021 - FichaInsumo\Arquivos A a G.pdf
