,CODIGO  ,DESCRICAO DO INSUMO,UNIDADE DE MEDIDA,ORIGEM DO PRECO,PRECO MEDIANO R$
2646,20141,"JUNCAO SIMPLES, PVC SERIE R, DN 50 X 50 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAIS                                                                                                                                                                                                                                                                                                                                                                                                                        ",UN    ,CR,"13,96"
2647,20142,"JUNCAO SIMPLES, PVC SERIE R, DN 75 X 75 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAIS                                                                                                                                                                                                                                                                                                                                                                                                                        ",UN    ,CR,"42,72"
2648,3659,"JUNCAO SIMPLES, PVC, DN 100 X 50 MM, SERIE NORMAL PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                     ",UN    ,CR,"18,53"
2649,3660,"JUNCAO SIMPLES, PVC, DN 100 X 75 MM, SERIE NORMAL PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                     ",UN    ,CR,"26,71"
2650,3662,"JUNCAO SIMPLES, PVC, DN 50 X 50 MM, SERIE NORMAL PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                      ",UN    ,CR,"10,09"
2651,3661,"JUNCAO SIMPLES, PVC, DN 75 X 50 MM, SERIE NORMAL PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                      ",UN    ,CR,"14,85"
2652,3658,"JUNCAO SIMPLES, PVC, DN 75 X 75 MM, SERIE NORMAL PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                      ",UN    ,CR,"18,90"
2653,3670,"JUNCAO SIMPLES, PVC, 45 GRAUS, DN 100 X 100 MM, SERIE NORMAL PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                          ",UN    ,CR,"24,66"
2654,3666,"JUNCAO SIMPLES, PVC, 45 GRAUS, DN 40 X 40 MM, SERIE NORMAL PARA ESGOTO PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                            ",UN    ,CR,"4,17"
2655,14157,JUNCAO 2 GARRAS PARA FITA PERFURADA                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,UN    ,AS,"1,26"
2656,3653,"JUNCAO, PVC, 45 GRAUS, JE, BBB, DN 100 MM, PARA REDE COLETORA DE ESGOTO (NBR 10569)                                                                                                                                                                                                                                                                                                                                                                                                                       ",UN    ,AS,"136,68"
2657,3649,"JUNCAO, PVC, 45 GRAUS, JE, BBB, DN 150 MM, PARA REDE COLETORA DE ESGOTO (NBR 10569)                                                                                                                                                                                                                                                                                                                                                                                                                       ",UN    ,AS,"283,10"
2658,42696,"JUNCAO, PVC, 45 GRAUS, JE, BBB, DN 150 MM, PARA TUBO CORRUGADO E/OU LISO, REDE COLETORA DE ESGOTO (NBR 10569)                                                                                                                                                                                                                                                                                                                                                                                             ",UN    ,AS,"792,09"
2659,42697,"JUNCAO, PVC, 45 GRAUS, JE, BBB, DN 200 MM, PARA TUBO CORRUGADO E/OU LISO, REDE COLETORA DE ESGOTO (NBR 10569)                                                                                                                                                                                                                                                                                                                                                                                             ",UN    ,AS,"1.192,91"
2660,42698,"JUNCAO, PVC, 45 GRAUS, JE, BBB, DN 250 MM, PARA TUBO CORRUGADO E/OU LISO, REDE COLETORA DE ESGOTO (NBR 10569)                                                                                                                                                                                                                                                                                                                                                                                             ",UN    ,AS,"1.661,68"
2661,39875,"JUNTA DE EXPANSAO BRONZE/LATAO (REF 900), PONTA X PONTA, 35 MM                                                                                                                                                                                                                                                                                                                                                                                                                                            ",UN    ,AS,"753,53"
2662,39876,"JUNTA DE EXPANSAO BRONZE/LATAO (REF 900), PONTA X PONTA, 42 MM                                                                                                                                                                                                                                                                                                                                                                                                                                            ",UN    ,AS,"943,42"
2663,39877,"JUNTA DE EXPANSAO BRONZE/LATAO (REF 900), PONTA X PONTA, 54 MM                                                                                                                                                                                                                                                                                                                                                                                                                                            ",UN    ,AS,"1.308,49"
2664,39878,"JUNTA DE EXPANSAO BRONZE/LATAO (REF 900), PONTA X PONTA, 66 MM                                                                                                                                                                                                                                                                                                                                                                                                                                            ",UN    ,AS,"1.728,30"
2665,39872,"JUNTA DE EXPANSAO DE COBRE (REF 900), PONTA X PONTA, 15 MM                                                                                                                                                                                                                                                                                                                                                                                                                                                ",UN    ,AS,"516,75"
2666,39873,"JUNTA DE EXPANSAO DE COBRE (REF 900), PONTA X PONTA, 22 MM                                                                                                                                                                                                                                                                                                                                                                                                                                                ",UN    ,AS,"599,40"
2667,39874,"JUNTA DE EXPANSAO DE COBRE (REF 900), PONTA X PONTA, 28 MM                                                                                                                                                                                                                                                                                                                                                                                                                                                ",UN    ,AS,"658,36"
2668,3674,"JUNTA DILATACAO ELASTICA PARA CONCRETO (FUGENBAND) O-12, ATE 5 MCA                                                                                                                                                                                                                                                                                                                                                                                                                                        ",M     ,AS,"71,79"
2669,3681,"JUNTA DILATACAO ELASTICA PARA CONCRETO (FUGENBAND) O-22, ATE 30 MCA                                                                                                                                                                                                                                                                                                                                                                                                                                       ",M     ,AS,"106,82"
2670,3676,"JUNTA DILATACAO ELASTICA PARA CONCRETO (FUGENBAND) O-35/10, ATE 100 MCA                                                                                                                                                                                                                                                                                                                                                                                                                                   ",M     ,AS,"402,01"
2671,3679,"JUNTA DILATACAO ELASTICA PARA CONCRETO (FUGENBAND) O-35/6, ATE 100 MCA                                                                                                                                                                                                                                                                                                                                                                                                                                    ",M     ,AS,"332,59"
2672,3672,"JUNTA PLASTICA DE DILATACAO PARA PISOS, COR CINZA, 10 X 4,5 MM (ALTURA X ESPESSURA)                                                                                                                                                                                                                                                                                                                                                                                                                       ",M     ,AS,"1,13"
2673,3671,"JUNTA PLASTICA DE DILATACAO PARA PISOS, COR CINZA, 17 X 3 MM (ALTURA X ESPESSURA)                                                                                                                                                                                                                                                                                                                                                                                                                         ",M     ,AS,"1,07"
2674,3673,"JUNTA PLASTICA DE DILATACAO PARA PISOS, COR CINZA, 27 X 3 MM (ALTURA X ESPESSURA)                                                                                                                                                                                                                                                                                                                                                                                                                         ",M     ,AS,"1,68"
2675,38394,"KIT ACESSORIOS PARA COMPRESSOR DE AR, 5 PECAS (PISTOLAS PINTURA, LIMPEZA E PULVERIZACAO, CALIBRADOR E MANGUEIRA)                                                                                                                                                                                                                                                                                                                                                                                          ",UN    ,CR,"341,80"
2676,3729,"KIT CAVALETE, PVC, COM REGISTRO, PARA HIDROMETRO, BITOLAS 1/2"" OU 3/4"" - COMPLETO                                                                                                                                                                                                                                                                                                                                                                                                                         ",UN    ,CR,"94,16"
2677,39357,"KIT CHASSI COZINHA, CUBA SIMPLES SEM MAQUINA LAVAR LOUCA PARA INSTALACAO PEX, QUADRO METALICO COM TRAVESSA COM FURO PARA ESGOTO DN 50 MM E FUROS SUPERIORES PARA AGUA, LARGURA *340* MM X ALTURA *650* MM, PARA CONEXAO COM ANEL DESLIZANTE (INCLUI TUBOS E CONEXOES PEX E TUBO E CONEXAO ESGOTO, NAO INCLUI CARENAGEM)                                                                                                                                                                                   ",UN    ,AS,"134,25"
2678,39358,"KIT CHASSI COZINHA, CUBA SIMPLES SEM MAQUINA LAVAR LOUCA PARA INSTALACAO PEX, QUADRO METALICO COM TRAVESSA COM FURO PARA ESGOTO DN 50 MM E FUROS SUPERIORES PARA AGUA, LARGURA *340* MM X ALTURA *650* MM, PARA CONEXAO COM CRIMPAGEM (INCLUI TUBOS E CONEXOESPEX E TUBO E CONEXAO ESGOTO, NAO INCLUI CARENAGEM)                                                                                                                                                                                          ",UN    ,AS,"147,21"
2679,39356,"KIT CHASSI TANQUE COM MAQUINA LAVAR ROUPA PARA INSTALACAO PEX, QUADRO METALICO COM TRAVESSA COM  FURO PARA ESGOTO DN 50 MM, FURO LATERAL PARA MAQUINA E FUROS SUPERIORES PARA AGUA, LARGURA *344* MM X ALTURA *442* MM, PARA CONEXAO COM CRIMPAGEM (INCLUI TUBOS E CONEXOES PEX E TUBO E CONEXAO ESGOTO, NAO INCLUI CARENAGEM)                                                                                                                                                                            ",UN    ,AS,"251,14"
2680,39355,"KIT CHASSI TANQUE COM MAQUINA LAVAR ROUPA PARA INSTALACAO PEX, QUADRO METALICO COM TRAVESSA COM FURO PARA ESGOTO DN 50 MM, FURO LATERAL PARA MAQUINA E FUROS SUPERIORES PARA AGUA, LARGURA *344* MM X ALTURA *442* MM, PARA CONEXAO COM ANEL DESLIZANTE (INCLUI TUBOS E CONEXOES PEX E TUBO E CONEXAO ESGOTO, NAO INCLUI CARENAGEM)                                                                                                                                                                       ",UN    ,AS,"216,11"
2681,39353,"KIT CHUVEIRO PARA INSTALACAO PEX, QUADRO METALICO COM 2 TRAVESSAS, SUPERIOR COM ESPERA PARA CHUVEIRO E INFERIOR COM 2 REGISTROS DE PRESSAO DE 1/2 "", LARGURA DE *390* MM X ALTURA DE *900* MM, PARA CONEXAO COM ANEL DESLIZANTE (INCLUI REGISTROS PRESSAO E TUBOS PEX COM CONEXOES, SEM REGISTRO GAVETA, NAO INCLUI CARENAGEM)                                                                                                                                                                            ",UN    ,AS,"296,36"
2682,39354,"KIT CHUVEIRO PARA INSTALACAO PEX, QUADRO METALICO COM 2 TRAVESSAS, SUPERIOR COM ESPERA PARA CHUVEIRO E INFERIOR COM 2 REGISTROS DE PRESSAO DE 1/2 "", LARGURA DE *390* MM X ALTURA DE *900* MM, PARA CONEXAO COM CRIMPAGEM (INCLUI REGISTROS PRESSAO E TUBOS PEX COM CONEXOES, SEM REGISTRO GAVETA, NAO INCLUI CARENAGEM)                                                                                                                                                                                  ",UN    ,AS,"295,37"
2683,39398,"KIT DE ACESSORIOS PARA BANHEIRO EM METAL CROMADO, 5 PECAS                                                                                                                                                                                                                                                                                                                                                                                                                                                 ",UN    ,CR,"88,31"
2684,13343,"KIT DE MATERIAIS PARA BRACADEIRA PARA FIXACAO EM POSTE CIRCULAR, CONTEM TRES FIXADORES E UM ROLO DE FITA DE 3 M EM ACO CARBONO                                                                                                                                                                                                                                                                                                                                                                            ",UN    ,CR,"53,37"
2685,12118,"KIT DE PROTECAO ARSTOP PARA AR CONDICIONADO, TOMADA PADRAO 2P+T 20 A, COM DISJUNTOR UNIPOLAR DIN 20A                                                                                                                                                                                                                                                                                                                                                                                                      ",UN    ,CR,"22,89"
2686,39482,"KIT PORTA PRONTA DE MADEIRA, FOLHA LEVE (NBR 15930) DE 600 X 2100 MM OU 700 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, COM MARCO EM ACO, NUCLEO COLMEIA, CAPA LISA EM HDF, ACABAMENTO MELAMINICO BRANCO (INCLUI MARCO, ALIZARES, DOBRADICAS E FECHADURA)                                                                                                                                                                                                                                                   ",UN    ,CR,"484,79"
2687,39486,"KIT PORTA PRONTA DE MADEIRA, FOLHA LEVE (NBR 15930) DE 600 X 2100 MM OU 700 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO COLMEIA, ESTRUTURA USINADA PARA FECHADURA, CAPA LISA EM HDF, ACABAMENTO EM PRIMER PARA PINTURA (INCLUI MARCO, ALIZARES E DOBRADICAS)                                                                                                                                                                                                                                         ",UN    ,CR,"395,65"
2688,39484,"KIT PORTA PRONTA DE MADEIRA, FOLHA LEVE (NBR 15930) DE 800 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, COM MARCO EM ACO, NUCLEO COLMEIA, CAPA LISA EM HDF, ACABAMENTO MELAMINICO BRANCO (INCLUI MARCO, ALIZARES, DOBRADICAS E FECHADURA)                                                                                                                                                                                                                                                                    ",UN    ,CR,"484,79"
2689,39488,"KIT PORTA PRONTA DE MADEIRA, FOLHA LEVE (NBR 15930) DE 800 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO COLMEIA, ESTRUTURA USINADA PARA FECHADURA, CAPA LISA EM HDF, ACABAMENTO EM PRIMER PARA PINTURA (INCLUI MARCO, ALIZARES E DOBRADICAS)                                                                                                                                                                                                                                                          ",UN    ,CR,"402,13"
2690,39485,"KIT PORTA PRONTA DE MADEIRA, FOLHA LEVE (NBR 15930) DE 900 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, COM MARCO EM ACO, NUCLEO COLMEIA, CAPA LISA EM HDF, ACABAMENTO MELAMINICO BRANCO (INCLUI MARCO, ALIZARES, DOBRADICAS E FECHADURA)                                                                                                                                                                                                                                                                    ",UN    ,CR,"484,79"
2691,39489,"KIT PORTA PRONTA DE MADEIRA, FOLHA LEVE (NBR 15930) DE 900 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO COLMEIA, ESTRUTURA USINADA PARA FECHADURA, CAPA LISA EM HDF, ACABAMENTO EM PRIMER PARA PINTURA (INCLUI MARCO, ALIZARES E DOBRADICAS)                                                                                                                                                                                                                                                          ",UN    ,CR,"408,95"
2692,39490,"KIT PORTA PRONTA DE MADEIRA, FOLHA MEDIA (NBR 15930) DE 600 X 2100 MM OU 700 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO SEMI-SOLIDO (SARRAFEADO), ESTRUTURA USINADA PARA FECHADURA, CAPA LISA EM HDF, ACABAMENTO MELAMINICO BRANCO (INCLUI MARCO, ALIZARES E DOBRADICAS)                                                                                                                                                                                                                            ",UN    ,CR,"609,39"
2693,39494,"KIT PORTA PRONTA DE MADEIRA, FOLHA MEDIA (NBR 15930) DE 600 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO SEMI-SOLIDO (SARRAFEADO), ESTRUTURA USINADA PARA FECHADURA, CAPA LISA EM HDF, ACABAMENTO EM PRIMER PARA PINTURA (INCLUI MARCO, ALIZARES E DOBRADICAS)                                                                                                                                                                                                                                        ",UN    ,CR,"437,59"
2694,39495,"KIT PORTA PRONTA DE MADEIRA, FOLHA MEDIA (NBR 15930) DE 700 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO SEMI-SOLIDO (SARRAFEADO), ESTRUTURA USINADA PARA FECHADURA, CAPA LISA EM HDF, ACABAMENTO EM PRIMER PARA PINTURA (INCLUI MARCO, ALIZARES E DOBRADICAS)                                                                                                                                                                                                                                        ",UN    ,CR,"493,11"
2695,39496,"KIT PORTA PRONTA DE MADEIRA, FOLHA MEDIA (NBR 15930) DE 800 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA,  NUCLEO SEMI-SOLIDO (SARRAFEADO), ESTRUTURA USINADA PARA FECHADURA, CAPA LISA EM HDF, ACABAMENTO EM PRIMER PARA PINTURA (INCLUI MARCO, ALIZARES E DOBRADICAS)                                                                                                                                                                                                                                       ",UN    ,CR,"542,42"
2696,39492,"KIT PORTA PRONTA DE MADEIRA, FOLHA MEDIA (NBR 15930) DE 800 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO SEMI-SOLIDO (SARRAFEADO), ESTRUTURA USINADA PARA FECHADURA, CAPA LISA EM HDF, ACABAMENTO MELAMINICO BRANCO (INCLUI MARCO, ALIZARES E DOBRADICAS)                                                                                                                                                                                                                                             ",UN    ,CR,"627,97"
2697,39497,"KIT PORTA PRONTA DE MADEIRA, FOLHA MEDIA (NBR 15930) DE 900 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO SEMI-SOLIDO (SARRAFEADO), ESTRUTURA USINADA PARA FECHADURA, CAPA LISA EM HDF, ACABAMENTO EM PRIMER PARA PINTURA (INCLUI MARCO, ALIZARES E DOBRADICAS)                                                                                                                                                                                                                                        ",UN    ,CR,"567,22"
2698,39493,"KIT PORTA PRONTA DE MADEIRA, FOLHA MEDIA (NBR 15930) DE 900 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO SEMI-SOLIDO (SARRAFEADO), ESTRUTURA USINADA PARA FECHADURA, CAPA LISA EM HDF, ACABAMENTO MELAMINICO BRANCO (INCLUI MARCO, ALIZARES E DOBRADICAS)                                                                                                                                                                                                                                             ",UN    ,CR,"673,56"
2699,39500,"KIT PORTA PRONTA DE MADEIRA, FOLHA PESADA (NBR 15930) DE 800 X 2100 MM, DE 40 MM  A 45 MM DE ESPESSURA, NUCLEO SOLIDO, CAPA LISA EM HDF, ACABAMENTO MELAMINICO BRANCO (INCLUI MARCO, ALIZARES, DOBRADICAS E FECHADURA EXTERNA)                                                                                                                                                                                                                                                                            ",UN    ,CR,"734,91"
2700,39498,"KIT PORTA PRONTA DE MADEIRA, FOLHA PESADA (NBR 15930) DE 800 X 2100 MM, DE 40 MM A 45 MM DE ESPESSURA , NUCLEO SOLIDO, ESTRUTURA USINADA PARA FECHADURA, CAPA LISA EM HDF, ACABAMENTO EM LAMINADO NATURAL COM VERNIZ (INCLUI MARCO, ALIZARES E DOBRADICAS)                                                                                                                                                                                                                                                ",UN    ,CR,"906,38"
2701,43628,"KIT PORTA PRONTA DE MADEIRA, FOLHA PESADA (NBR 15930) DE 800 X 2100 MM, DE 40 MM A 45 MM DE ESPESSURA, COM MARCO EM ACO, NUCLEO SOLIDO, CAPA LISA EM HDF, ACABAMENTO MELAMINICO BRANCO (INCLUI MARCO, ALIZARES, DOBRADICAS E FECHADURA)                                                                                                                                                                                                                                                                   ",UN    ,CR,"714,42"
2702,39501,"KIT PORTA PRONTA DE MADEIRA, FOLHA PESADA (NBR 15930) DE 900 X 2100 MM, DE 40 MM  A 45 MM DE ESPESSURA, NUCLEO SOLIDO, CAPA LISA EM HDF, ACABAMENTO MELAMINICO BRANCO (INCLUI MARCO, ALIZARES, DOBRADICAS E FECHADURA EXTERNA)                                                                                                                                                                                                                                                                            ",UN    ,CR,"754,81"
2703,39499,"KIT PORTA PRONTA DE MADEIRA, FOLHA PESADA (NBR 15930) DE 900 X 2100 MM, DE 40 MM A 45 MM DE ESPESSURA , NUCLEO SOLIDO, ESTRUTURA USINADA PARA FECHADURA, CAPA LISA EM HDF, ACABAMENTO EM LAMINADO NATURAL COM VERNIZ (INCLUI MARCO, ALIZARES E DOBRADICAS)                                                                                                                                                                                                                                                ",UN    ,CR,"919,25"
2704,43621,"KIT PORTA PRONTA DE MADEIRA, FOLHA PESADA (NBR 15930) DE 900 X 2100 MM, DE 40 MM A 45 MM DE ESPESSURA, COM MARCO EM ACO, NUCLEO SOLIDO, CAPA LISA EM HDF, ACABAMENTO MELAMINICO BRANCO (INCLUI MARCO, ALIZARES, DOBRADICAS E FECHADURA)                                                                                                                                                                                                                                                                   ",UN    ,CR,"759,08"
2705,3733,"LADRILHO HIDRAULICO, *20 x 20* CM, E= 2 CM, PADRAO COPACABANA, 2 CORES (PRETO E BRANCO)                                                                                                                                                                                                                                                                                                                                                                                                                   ",M2    ,AS,"60,52"
2706,3731,"LADRILHO HIDRAULICO, *20 X 20* CM, E= 2 CM, DADOS, COR NATURAL                                                                                                                                                                                                                                                                                                                                                                                                                                            ",M2    ,AS,"56,18"
2707,38137,"LADRILHO HIDRAULICO, *20 X 20* CM, E= 2 CM, RAMPA, NATURAL                                                                                                                                                                                                                                                                                                                                                                                                                                                ",M2    ,AS,"56,51"
2708,38135,"LADRILHO HIDRAULICO, *20 X 20* CM, E= 2 CM, TATIL ALERTA OU DIRECIONAL, AMARELO                                                                                                                                                                                                                                                                                                                                                                                                                           ",M2    ,AS,"71,63"
2709,38138,"LADRILHO HIDRAULICO, *30 X 30* CM, E= 2 CM, MILANO, NATURAL                                                                                                                                                                                                                                                                                                                                                                                                                                               ",M2    ,AS,"55,49"
2710,3736,"LAJE PRE-MOLDADA CONVENCIONAL (LAJOTAS + VIGOTAS) PARA FORRO, UNIDIRECIONAL, SOBRECARGA DE 100 KG/M2, VAO ATE 4,00 M (SEM COLOCACAO)                                                                                                                                                                                                                                                                                                                                                                      ",M2    ,C ,"53,50"
2711,3741,"LAJE PRE-MOLDADA CONVENCIONAL (LAJOTAS + VIGOTAS) PARA FORRO, UNIDIRECIONAL, SOBRECARGA DE 100 KG/M2, VAO ATE 4,50 M (SEM COLOCACAO)                                                                                                                                                                                                                                                                                                                                                                      ",M2    ,CR,"55,77"
2712,3745,"LAJE PRE-MOLDADA CONVENCIONAL (LAJOTAS + VIGOTAS) PARA FORRO, UNIDIRECIONAL, SOBRECARGA 100 KG/M2, VAO ATE 5,00 M (SEM COLOCACAO)                                                                                                                                                                                                                                                                                                                                                                         ",M2    ,CR,"60,13"
2713,3743,"LAJE PRE-MOLDADA CONVENCIONAL (LAJOTAS + VIGOTAS) PARA PISO, UNIDIRECIONAL, SOBRECARGA DE 200 KG/M2, VAO ATE 3,50 M (SEM COLOCACAO)                                                                                                                                                                                                                                                                                                                                                                       ",M2    ,CR,"55,57"
2714,3744,"LAJE PRE-MOLDADA CONVENCIONAL (LAJOTAS + VIGOTAS) PARA PISO, UNIDIRECIONAL, SOBRECARGA DE 200 KG/M2, VAO ATE 4,50 M (SEM COLOCACAO)                                                                                                                                                                                                                                                                                                                                                                       ",M2    ,CR,"61,17"
2715,3739,"LAJE PRE-MOLDADA CONVENCIONAL (LAJOTAS + VIGOTAS) PARA PISO, UNIDIRECIONAL, SOBRECARGA DE 200 KG/M2, VAO ATE 5,00 M (SEM COLOCACAO)                                                                                                                                                                                                                                                                                                                                                                       ",M2    ,CR,"64,28"
2716,3737,"LAJE PRE-MOLDADA CONVENCIONAL (LAJOTAS + VIGOTAS) PARA PISO, UNIDIRECIONAL, SOBRECARGA DE 350 KG/M2, VAO ATE 4,50 M (SEM COLOCACAO)                                                                                                                                                                                                                                                                                                                                                                       ",M2    ,CR,"67,39"
2717,3738,"LAJE PRE-MOLDADA CONVENCIONAL (LAJOTAS + VIGOTAS) PARA PISO, UNIDIRECIONAL, SOBRECARGA DE 350 KG/M2, VAO ATE 5,00 M (SEM COLOCACAO)                                                                                                                                                                                                                                                                                                                                                                       ",M2    ,CR,"77,76"
2718,3747,"LAJE PRE-MOLDADA CONVENCIONAL (LAJOTAS + VIGOTAS) PARA PISO, UNIDIRECIONAL, SOBRECARGA 350 KG/M2 VAO ATE 3,50 M (SEM COLOCACAO)                                                                                                                                                                                                                                                                                                                                                                           ",M2    ,CR,"61,17"
2719,11649,"LAJE PRE-MOLDADA DE TRANSICAO EXCENTRICA EM CONCRETO ARMADO, DN 1200 MM, FURO CIRCULAR DN 600 MM, ESPESSURA 12 CM                                                                                                                                                                                                                                                                                                                                                                                         ",UN    ,CR,"443,75"
2720,11650,"LAJE PRE-MOLDADA DE TRANSICAO EXCENTRICA EM CONCRETO ARMADO, DN 1500 MM, FURO CIRCULAR DN 530 MM, ESPESSURA 15 CM                                                                                                                                                                                                                                                                                                                                                                                         ",UN    ,CR,"756,36"
2721,3742,"LAJE PRE-MOLDADA TRELICADA (LAJOTAS + VIGOTAS) PARA FORRO, UNIDIRECIONAL, SOBRECARGA DE 100 KG/M2, VAO ATE 6,00 M (SEM COLOCACAO)                                                                                                                                                                                                                                                                                                                                                                         ",M2    ,CR,"80,66"
2722,3746,"LAJE PRE-MOLDADA TRELICADA (LAJOTAS + VIGOTAS) PARA PISO, UNIDIRECIONAL, SOBRECARGA DE 200 KG/M2, VAO ATE 6,00 M (SEM COLOCACAO)                                                                                                                                                                                                                                                                                                                                                                          ",M2    ,CR,"94,18"
2723,21106,"LAMBRI EM ALUMINIO, DE APROXIMADAMENTE 0,6 KG/M, COM APROXIMADAMENTE 168,0 MM DE LARGURA, 6,0 MM DE ALTURA E 6,0 M DE EXTENSAO                                                                                                                                                                                                                                                                                                                                                                            ",KG    ,CR,"47,74"
2724,3755,"LAMPADA DE LUZ MISTA 160 W, BASE E27 (220 V)                                                                                                                                                                                                                                                                                                                                                                                                                                                              ",UN    ,CR,"16,26"
2725,3750,"LAMPADA DE LUZ MISTA 250 W, BASE E27 (220 V)                                                                                                                                                                                                                                                                                                                                                                                                                                                              ",UN    ,CR,"21,86"
2726,3756,"LAMPADA DE LUZ MISTA 500 W, BASE E40 (220 V)                                                                                                                                                                                                                                                                                                                                                                                                                                                              ",UN    ,CR,"40,86"
2727,39377,"LAMPADA FLUORESCENTE COMPACTA BRANCA 135 W, BASE E40 (127/220 V)                                                                                                                                                                                                                                                                                                                                                                                                                                          ",UN    ,CR,"121,04"
2728,38191,"LAMPADA FLUORESCENTE COMPACTA 2U BRANCA 15 W, BASE E27 (127/220 V)                                                                                                                                                                                                                                                                                                                                                                                                                                        ",UN    ,CR,"9,01"
2729,39381,"LAMPADA FLUORESCENTE COMPACTA 2U/3U BRANCA 9/10 W, BASE E27 (127/220 V)                                                                                                                                                                                                                                                                                                                                                                                                                                   ",UN    ,CR,"8,40"
2730,38780,"LAMPADA FLUORESCENTE COMPACTA 3U BRANCA 20 W, BASE E27 (127/220 V)                                                                                                                                                                                                                                                                                                                                                                                                                                        ",UN    ,CR,"10,28"
2731,38781,"LAMPADA FLUORESCENTE ESPIRAL BRANCA 45 W, BASE E27 (127/220 V)                                                                                                                                                                                                                                                                                                                                                                                                                                            ",UN    ,CR,"34,71"
2732,38192,"LAMPADA FLUORESCENTE ESPIRAL BRANCA 65 W, BASE E27 (127/220 V)                                                                                                                                                                                                                                                                                                                                                                                                                                            ",UN    ,CR,"62,82"
